ID,Name,Predicted Value,Dataset,Position
142818,F. Cubero,19700.0,Training,DEF
261247,E. Cabezas,1361250.0,Training,DEF
261281,C. Okoli,6012600.0,Training,DEF
269009,Liu Runnan,99700.0,Training,DEF
264296,K. Harrison,177900.0,Training,DEF
243133,J. Scally,6015000.0,Training,DEF
190547,K. Glik,154150.0,Training,DEF
227766,L. Dvali,1573000.0,Training,DEF
278293,A. Francis-Clarke,451000.0,Training,DEF
266717,L. MacNaughton,324500.0,Training,DEF
274912,D. Nduka,827000.0,Training,DEF
275746,M. Lysholm,324250.0,Training,DEF
278707,I. Vådebu,471250.0,Training,DEF
240915,Miranda,9140450.0,Training,DEF
261708,Dong YiB,322150.0,Training,DEF
278413,F. Facello,764150.0,Training,DEF
264189,M. Paskotši,1099000.0,Training,DEF
267681,N. Valentini,4889000.0,Training,DEF
261806,C. Tison,408650.0,Training,DEF
266463,N. Lewis,473750.0,Training,DEF
263874,M. Cvjetinovic,1500000.0,Training,DEF
276188,M. Ouédraogo,845000.0,Training,DEF
279657,B. Nink,301000.0,Training,DEF
271391,A. Moreno,230200.0,Training,DEF
262731,C. Taylor,1490750.0,Training,DEF
263134,B. Kukułowicz,490500.0,Training,DEF
270472,M. Peretti,753750.0,Training,DEF
264742,D. Roca,515250.0,Training,DEF
44991,K. McNaughton,474200.0,Training,DEF
271228,T. Ülvan,350250.0,Training,DEF
259082,J. Lawrence,1800000.0,Training,DEF
273168,S. Ballisager,683350.0,Training,DEF
268135,H. BrightB,241300.0,Training,DEF
261565,J. Bell,498750.0,Training,DEF
231485,A. Tuanzebe,3160000.0,Training,DEF
242554,B. Bye,1399000.0,Training,DEF
231591,Javi Galán,15809850.0,Training,DEF
235464,J. Storey,2001000.0,Training,DEF
269253,J. Marquez,656750.0,Training,DEF
267935,O. Krzyżak,512450.0,Training,DEF
200855,G. Baldock,1157250.0,Training,DEF
275296,N. Galves,1000500.0,Training,DEF
233399,R. Babenko,266250.0,Training,DEF
264390,J. Davis,1794000.0,Training,DEF
261531,Nazinho,2119000.0,Training,DEF
270481,Nico Gudiño,473750.0,Training,DEF
224460,N. Castrillón,1069000.0,Training,DEF
275516,T. Strata,824000.0,Training,DEF
274106,C. AsensioB,223300.0,Training,DEF
242691,D. Cáceres,1428000.0,Training,DEF
277885,A. Jaunzems,880000.0,Training,DEF
271006,Y. Paz,2226000.0,Training,DEF
240859,Berrocal,3719050.0,Training,DEF
268134,L. Cvek,867500.0,Training,DEF
209724,Gustavo Henrique,1292000.0,Training,DEF
264066,S. Saatçı,4375350.0,Training,DEF
279283,F. Navalle,2021200.0,Training,DEF
265609,G. Enrique,1279000.0,Training,DEF
277419,Jaime Vázquez,1421000.0,Training,DEF
268509,V. Ciriello,375000.0,Training,DEF
266290,S. Lagerlund,275000.0,Training,DEF
263692,G. Aranda,1491750.0,Training,DEF
266137,Mángel,1500000.0,Training,DEF
276023,G. Kondo,700000.0,Training,DEF
212282,I. Sylla,1980000.0,Training,DEF
46042,Juan,854900.0,Training,DEF
261973,V. Latinovich,237150.0,Training,DEF
149718,D. O'Connor,62800.0,Training,DEF
225375,K. Laimer,35525400.0,Training,DEF
204353,C. Forsyth,248700.0,Training,DEF
275700,N. OwusuB,160400.0,Training,DEF
269870,Allyson,961000.0,Training,DEF
267640,S. Valverde,550250.0,Training,DEF
269854,I. Lomami,1100000.0,Training,DEF
243921,J. Łabojko,1100000.0,Training,DEF
246155,S. McCallum,1625500.0,Training,DEF
262493,ZarrabeitiaB,233600.0,Training,DEF
279600,H. Ali,196200.0,Training,DEF
158625,Dante,854450.0,Training,DEF
261119,F. Koperski,710000.0,Training,DEF
180216,S. Coleman,1133250.0,Training,DEF
203751,C. Townsend,1380000.0,Training,DEF
275251,M. Cuevas,472750.0,Training,DEF
270954,M. Youla,272850.0,Training,DEF
260893,P. Awuku,474250.0,Training,DEF
275608,K. Kasolik,384000.0,Training,DEF
278661,Yarek,3116000.0,Training,DEF
272409,S. Bengtsson,318750.0,Training,DEF
253465,T. Mengi,8740600.0,Training,DEF
228332,H. Choudhury,1889250.0,Training,DEF
270387,H. Šabanović,795500.0,Training,DEF
261989,E. Ancheta,1290500.0,Training,DEF
156950,Gabriel,530750.0,Training,DEF
271075,N. Adjei,2497000.0,Training,DEF
269854,I. Lomami,1100000.0,Training,DEF
203747,Héctor Bellerín,6064250.0,Training,DEF
278688,O. Makhanya,115000.0,Training,DEF
212138,P. Frankowski,11867000.0,Training,DEF
278552,J. Lietaert,720600.0,Training,DEF
270899,N. Wagner,221650.0,Training,DEF
270454,M. Ortega,1062000.0,Training,DEF
185103,A. KolarovB,3101000.0,Training,DEF
221342,Pablo Maffeo,17125000.0,Training,DEF
272452,J. Schell,493750.0,Training,DEF
172879,Sokratis,1067000.0,Training,DEF
271123,Sergio Díez,924500.0,Training,DEF
273931,E. Bakatukanda,813000.0,Training,DEF
268813,A. MandefuB,163000.0,Training,DEF
244056,C. Øyvann,1201000.0,Training,DEF
267776,C. Atemona,474750.0,Training,DEF
263342,Volnei Feltes,2101000.0,Training,DEF
261988,S. Grehan,374750.0,Training,DEF
271398,Gabriel Castro,349000.0,Training,DEF
279796,P. Comi,485250.0,Training,DEF
274552,A. Kaygısız,456750.0,Training,DEF
274949,N. Herrera,1200000.0,Training,DEF
274947,M. Pellegrino,2842250.0,Training,DEF
263892,M. Osifo,520750.0,Training,DEF
257711,R. Calafiori,20870000.0,Training,DEF
270854,P. Milans,2214200.0,Training,DEF
270635,L. Lakay,1022500.0,Training,DEF
277500,João Muniz,2453000.0,Training,DEF
273987,P. Pernicone,1900000.0,Training,DEF
256292,J. Schöppner,4746350.0,Training,DEF
263460,R. Tsunoda,1295000.0,Training,DEF
220093,H. Hateboer,8940000.0,Training,DEF
268010,B. Medina,982000.0,Training,DEF
260924,J. Frommann,499250.0,Training,DEF
261083,B. Valdez,925750.0,Training,DEF
264032,Soares,328750.0,Training,DEF
204963,Carvajal,48317200.0,Training,DEF
269091,T. Antonoglou,210600.0,Training,DEF
271497,J. Louis-Jean,668000.0,Training,DEF
70998,N. Zečević,454750.0,Training,DEF
278056,B. Yavuz,400000.0,Training,DEF
257896,N. Patterson,2734000.0,Training,DEF
237238,S. McTominay,15015000.0,Training,DEF
266736,B. Esselink,649750.0,Training,DEF
255449,I. Mesík,999000.0,Training,DEF
266027,T. Stenshagen,425000.0,Training,DEF
185103,A. KolarovB,3101000.0,Training,DEF
209784,J. Phojo,213700.0,Training,DEF
269668,N. Anasi-Erlingsson,199500.0,Training,DEF
243132,R. Droehnle,827750.0,Training,DEF
203487,J. Lascelles,4601000.0,Training,DEF
272304,B. Ibrahim,900250.0,Training,DEF
255854,Pacheco,3861200.0,Training,DEF
233245,S. McLoughlin,473750.0,Training,DEF
279027,Javi Rodríguez,767750.0,Training,DEF
267274,Z. Morse,18813450.0,Training,DEF
274267,C. Rindov,198300.0,Training,DEF
276074,Sergi Rosanas,470500.0,Training,DEF
261919,Cui Qi,166100.0,Training,DEF
184338,G. Bellusci,402000.0,Training,DEF
231340,G. Montiel,7955450.0,Training,DEF
261720,Gao Renshu,822000.0,Training,DEF
266872,F. Gatti,17860000.0,Training,DEF
263006,Imanol,2884500.0,Training,DEF
262292,C. MartinB,771500.0,Training,DEF
240056,D. Minz,223550.0,Training,DEF
201143,A. Mandi,4830500.0,Training,DEF
268405,J. Forde,236200.0,Training,DEF
234574,Diogo Dalot,33915000.0,Training,DEF
275042,A. Salazar,1691000.0,Training,DEF
238041,T. Malacia,9226800.0,Training,DEF
279560,M. Sylla,248500.0,Training,DEF
209544,França,1002000.0,Training,DEF
207993,S. Kolašinac,9685000.0,Training,DEF
275600,M. Akahomen,306250.0,Training,DEF
273851,W. Kaastrup,425000.0,Training,DEF
279109,Víctor Parada,1274000.0,Training,DEF
274199,M. Fischer,274000.0,Training,DEF
262028,F. Terry,220400.0,Training,DEF
270663,M. Ridley,140800.0,Training,DEF
279520,L. Kavanagh,451500.0,Training,DEF
277010,Ryu Kwang Hyun,325000.0,Training,DEF
263754,R. Pessel,461500.0,Training,DEF
182168,A. Ranocchia,1406000.0,Training,DEF
269042,Wei Minghe,89850.0,Training,DEF
202445,Rodrigo Ely,4653250.0,Training,DEF
276004,T. Buchmann,632500.0,Training,DEF
243715,W. Saliba,84138000.0,Training,DEF
266846,R. MustafaevB,984000.0,Training,DEF
264268,Alex Nascimento,2504000.0,Training,DEF
276742,Y. Lachhab,633250.0,Training,DEF
243785,T. Russell,417000.0,Training,DEF
267932,C. Tourish,130750.0,Training,DEF
275481,Y. Villazanti,144900.0,Training,DEF
277969,A. Faye,276250.0,Training,DEF
221890,J. Fulton,1259150.0,Training,DEF
264992,J. Steinert,2852400.0,Training,DEF
225263,D. Ćaleta-Car,4997000.0,Training,DEF
140422,A. Baptiste,102890.0,Training,DEF
271819,P. Flach,413900.0,Training,DEF
74450,A. Verstraeten,496750.0,Training,DEF
263105,M. BastianB,948000.0,Training,DEF
224213,T. Ebuehi,3786000.0,Training,DEF
274569,T. Avilés,4709600.0,Training,DEF
271438,Marco Moreno,1500000.0,Training,DEF
267384,T. Flint,8327800.0,Training,DEF
74536,G. Bracaglia,325000.0,Training,DEF
212100,M. Lowe,1773200.0,Training,DEF
270033,T. Oermann,2793200.0,Training,DEF
266246,T. Gutierrez,1449500.0,Training,DEF
270568,O. Awadh,100900.0,Training,DEF
231512,L. Kelly,6620000.0,Training,DEF
242429,L. Cacace,3260000.0,Training,DEF
260798,E. Baggott,999000.0,Training,DEF
262546,S. Okaniwa,415750.0,Training,DEF
261793,A. Tysiak,428000.0,Training,DEF
257946,A. Seidu,6670300.0,Training,DEF
201922,M. Hinteregger,2086000.0,Training,DEF
189544,S. Wangberg,272000.0,Training,DEF
269515,Li Junfeng,60700.0,Training,DEF
272890,L. Browne,122600.0,Training,DEF
279154,W. Calderón,240000.0,Training,DEF
273951,A. Dattola,1379250.0,Training,DEF
258607,Toti,9975000.0,Training,DEF
275516,T. Strata,824000.0,Training,DEF
269789,R. Jansson,229500.0,Training,DEF
210736,Emerson,12550000.0,Training,DEF
262047,S. Stalin,130100.0,Training,DEF
271254,H. Al Najai,128700.0,Training,DEF
259147,R. Graham,1200000.0,Training,DEF
243661,A. Vallci,1583000.0,Training,DEF
257771,J. Juranović,6944700.0,Training,DEF
272643,L. Jackson,549750.0,Training,DEF
270951,K. Mudau,1500000.0,Training,DEF
265461,Papuia,137000.0,Training,DEF
220521,M. Bălașa,799250.0,Training,DEF
271300,D. Prpić,2502000.0,Training,DEF
261905,Niu Ziyi,200050.0,Training,DEF
198198,Jordi Amat,1325000.0,Training,DEF
278430,L. Vargas,2130000.0,Training,DEF
278455,A. Anselmino,1587000.0,Training,DEF
265614,C. Obando,535250.0,Training,DEF
190931,E. Zukanović,516400.0,Training,DEF
152723,L. Rosenior,1020500.0,Training,DEF
273832,D. Hernández,2081200.0,Training,DEF
271415,B. Engdahl,325000.0,Training,DEF
266645,A. Cayetano,1661750.0,Training,DEF
269508,M. ŠulekB,520500.0,Training,DEF
262579,D. Čolina,1583000.0,Training,DEF
269185,V. Behrami,300500.0,Training,DEF
268651,Y. Karademir,455000.0,Training,DEF
264549,K. Mantilla,2498000.0,Training,DEF
267304,C. Lawrence,55800.0,Training,DEF
272357,Lucas Rosa,2164000.0,Training,DEF
262955,N. Wimmer,1509000.0,Training,DEF
270505,D. Dumbravanu,300750.0,Training,DEF
264681,J. Wilson-Esbrand,2360400.0,Training,DEF
274441,M. DegrumelleB,250250.0,Training,DEF
274330,D. Çolpan,1169250.0,Training,DEF
274036,Jeon Hyeon Byung,110600.0,Training,DEF
266086,A. Talia,374750.0,Training,DEF
257570,J. Wieckhoff,702000.0,Training,DEF
265186,A. Simarra,649750.0,Training,DEF
276172,L. Lüthi,673250.0,Training,DEF
269007,Liang Guoqiao,128100.0,Training,DEF
261197,R. Castellanos,259800.0,Training,DEF
266882,H. Mbuyi-Muamba,393050.0,Training,DEF
256500,N. Collins,1411000.0,Training,DEF
260851,S. Tanabe,299750.0,Training,DEF
231379,N. Hoffmann,729500.0,Training,DEF
271540,Ž. Žužek,846750.0,Training,DEF
271298,Paulo Eduardo,1079750.0,Training,DEF
277752,Guilherme Montóia,572250.0,Training,DEF
275179,A. Barbotte,666750.0,Training,DEF
269273,M. González,990250.0,Training,DEF
262108,S. Bird,93350.0,Training,DEF
268009,K. O'Toole,478500.0,Training,DEF
265188,G. Scalvini,27809800.0,Training,DEF
277758,M. Drinčić,920800.0,Training,DEF
278034,N. Fernandez,1299000.0,Training,DEF
186521,B. Espinosa,1452000.0,Training,DEF
270717,Abraham,1203000.0,Training,DEF
226491,K. Tierney,16465000.0,Training,DEF
222052,Lee Myung Jae,1533300.0,Training,DEF
278527,Iker Aldai,287500.0,Training,DEF
266205,Y. Koré,1412000.0,Training,DEF
239231,Marc Cucurella,31360800.0,Training,DEF
276553,T. Yossen,528250.0,Training,DEF
268982,J. Gaber,380000.0,Training,DEF
268632,R. Welch,374750.0,Training,DEF
260961,B. Agbor,622750.0,Training,DEF
243976,Catena,14620000.0,Training,DEF
264008,W. KechridaB,847250.0,Training,DEF
220814,L. Hernández,30227500.0,Training,DEF
8222,G. Heinze,532750.0,Training,DEF
244887,R. DecostereB,1100750.0,Training,DEF
278418,T. Fernández,750250.0,Training,DEF
248003,A. Burcă,448000.0,Training,DEF
233047,J. Latibeaudiere,1899000.0,Training,DEF
269821,P. BirglehnerB,228450.0,Training,DEF
244938,Montero,2538000.0,Training,DEF
271756,M. Akinmboni,300750.0,Training,DEF
277623,D. Pierre,197900.0,Training,DEF
263568,M. Grudziński,470000.0,Training,DEF
26709,R. Márquez,391750.0,Training,DEF
266542,Hwang Myung Hyun,99900.0,Training,DEF
211204,D. John,346500.0,Training,DEF
264118,Bernardo Vilar,350500.0,Training,DEF
155671,Ł. Trałka,163100.0,Training,DEF
72465,O. Ontivero,971500.0,Training,DEF
225706,M. TraucoB,1835300.0,Training,DEF
146536,Jesús Navas,4763200.0,Training,DEF
243526,M. Müldür,5438000.0,Training,DEF
272985,J. Morán,475250.0,Training,DEF
278277,M. Verzeletti,240100.0,Training,DEF
279773,A. Ríos,297750.0,Training,DEF
269262,M. Oyedele,550000.0,Training,DEF
263801,J. Tomlinson,731500.0,Training,DEF
270685,M. AnzolinB,1097000.0,Training,DEF
271882,S. Otoa,453500.0,Training,DEF
276741,A. Iordache,162500.0,Training,DEF
263031,S. Fofana,574000.0,Training,DEF
263061,K. Faber,1283000.0,Training,DEF
244470,V. Coufal,7357000.0,Training,DEF
277899,J. Lomboto,1484500.0,Training,DEF
270674,Alberto Costa,1601000.0,Training,DEF
205552,K. Knight,94900.0,Training,DEF
277322,Rodrigo Pinheiro,1800000.0,Training,DEF
265500,M. Romero,592000.0,Training,DEF
208862,J. Giraudon,1291300.0,Training,DEF
279594,Z. Al Refaei,210000.0,Training,DEF
273857,P. Liszewski,159000.0,Training,DEF
278420,L. Figueredo,425000.0,Training,DEF
243035,Álvaro Gómez,232000.0,Training,DEF
264341,F. Al Suyayfi,98850.0,Training,DEF
263443,S. Mischitz,455950.0,Training,DEF
269565,S. Diaby,815000.0,Training,DEF
267778,Leonardo Buta,2587000.0,Training,DEF
222598,Nélson Monte,1998000.0,Training,DEF
263585,B. Öksüz,863750.0,Training,DEF
279517,M. Vukelic,328250.0,Training,DEF
278228,E. Baum,1584000.0,Training,DEF
268312,S. Kumbedi,3607150.0,Training,DEF
263380,T. KoflerB,527250.0,Training,DEF
274500,A. Fernández,674250.0,Training,DEF
269014,Li Zhuoxuan,91700.0,Training,DEF
278958,S. Parker,432950.0,Training,DEF
275105,G. Vargas,754250.0,Training,DEF
209675,J. Donacien,1069750.0,Training,DEF
272710,K. MammarB,450500.0,Training,DEF
261360,N. Mbamba,1794000.0,Training,DEF
268345,A. Faqa,366950.0,Training,DEF
269327,J. Franco,902250.0,Training,DEF
268551,E. Achahuanco,393200.0,Training,DEF
264085,D. Brekalo,2068000.0,Training,DEF
264416,M. Benita,1300000.0,Training,DEF
265662,L. Becerra,247450.0,Training,DEF
234575,Diogo Leite,9475000.0,Training,DEF
223570,J. Sambia,1292000.0,Training,DEF
268553,J. Corozo,392350.0,Training,DEF
267616,R. García,548000.0,Training,DEF
237166,G. Sakai,63200.0,Training,DEF
262117,B. Ezeh,1808000.0,Training,DEF
264514,S. Curtis,877500.0,Training,DEF
276886,S. Szymański,484250.0,Training,DEF
214196,D. Bocanegra,385650.0,Training,DEF
241858,A. Bamba,1503000.0,Training,DEF
270974,T. Storm,892750.0,Training,DEF
236572,O. Wijndal,3146000.0,Training,DEF
177805,M. Rossi,422750.0,Training,DEF
264753,R. Rosales,1201000.0,Training,DEF
274346,S. Pallecinino,55140.0,Training,DEF
73136,L. Robinson,246150.0,Training,DEF
269164,M. Abdelmonem,7480000.0,Training,DEF
268959,Liu Yixin,347650.0,Training,DEF
267779,C. Maxim,199200.0,Training,DEF
265693,J. Kiwior,11100000.0,Training,DEF
279874,A. Yaakobishvili,1688000.0,Training,DEF
271572,A. Fontanarosa,2397000.0,Training,DEF
276663,J. Wegmann,700000.0,Training,DEF
277877,L. Wurm,450750.0,Training,DEF
183285,M. Sakho,1493000.0,Training,DEF
219486,P. Brough,630250.0,Training,DEF
182997,S. Ontong,64100.0,Training,DEF
262142,N. Romero,2203000.0,Training,DEF
276662,M. Kremenovic,525000.0,Training,DEF
208165,B. Djimsiti,6935000.0,Training,DEF
275192,L. Vušković,2514500.0,Training,DEF
200841,C. Jenkinson,224750.0,Training,DEF
270096,D. La Vardera,847750.0,Training,DEF
277472,M. Al Khaldi,164000.0,Training,DEF
276215,D. Rosales,544750.0,Training,DEF
267485,L. Blum,3407000.0,Training,DEF
265484,D. Lembikisa,1584000.0,Training,DEF
276060,F. Delap,275250.0,Training,DEF
272528,M. Salifu,1099500.0,Training,DEF
235055,F. Stojković,1315000.0,Training,DEF
271584,J. SlaterB,368750.0,Training,DEF
268969,Li Peinan,99400.0,Training,DEF
189060,A. Dragović,2597500.0,Training,DEF
259307,M. Gusto,30859300.0,Training,DEF
272384,I. Hovar,268150.0,Training,DEF
229749,A. Barboza,5391350.0,Training,DEF
277316,M. Al Alaeli,273750.0,Training,DEF
266658,I. Rodríguez,1847000.0,Training,DEF
268954,J. Gómez,591750.0,Training,DEF
279871,Gui Siqueira,275000.0,Training,DEF
263335,T. Loridan,330750.0,Training,DEF
260980,A. Bjarnason,471000.0,Training,DEF
279264,C. Ferreloza,1466000.0,Training,DEF
263568,M. Grudziński,470000.0,Training,DEF
277224,O. DadiaB,863750.0,Training,DEF
215147,L. Giannetti,1925000.0,Training,DEF
204311,K. Zouma,12055000.0,Training,DEF
239580,Bremer,76995000.0,Training,DEF
73316,J. Vertrouwd,1416750.0,Training,DEF
264685,N. Cissé,826500.0,Training,DEF
252030,B. Fazliji,828500.0,Training,DEF
271850,D. Savic,599750.0,Training,DEF
70752,A. Chase,1800000.0,Training,DEF
270581,C. Rodriguez,444650.0,Training,DEF
277212,M. Can,231200.0,Training,DEF
266354,M. Colque,502250.0,Training,DEF
266876,E. Blikstad,325000.0,Training,DEF
278028,A. Brückner,985750.0,Training,DEF
243665,C. Tiéhi,1743000.0,Training,DEF
202562,J. Roussillon,2115400.0,Training,DEF
271676,A. Gerxhaliu,253100.0,Training,DEF
211256,N. Tagliafico,9362200.0,Training,DEF
253510,J. O'Brien,8092600.0,Training,DEF
73238,J. Mitchell,1905200.0,Training,DEF
266564,N. Stevanović,952500.0,Training,DEF
274447,N. Mukau,3284000.0,Training,DEF
270477,F. Ferrari,1205000.0,Training,DEF
262099,K. Pierre,218400.0,Training,DEF
197853,S. AurierB,8545450.0,Training,DEF
277867,K. Lambert,296500.0,Training,DEF
252421,M. Al Dawsari,973250.0,Training,DEF
273880,B. Yumnam,181500.0,Training,DEF
192622,S. Duffy,2018200.0,Training,DEF
277887,M. Finkgräfe,2928000.0,Training,DEF
271737,S. Eraković,1365000.0,Training,DEF
254492,T. Gray,1073000.0,Training,DEF
261153,B. Diallo,553250.0,Training,DEF
268620,J. Pombo,990000.0,Training,DEF
276430,L. Sommer,566000.0,Training,DEF
268782,B. Al Rawi,629000.0,Training,DEF
271372,C. Eklund,300000.0,Training,DEF
269488,A. SyllaB,1189750.0,Training,DEF
203376,V. van Dijk,70545000.0,Training,DEF
267698,S. Figueredo,1284000.0,Training,DEF
275308,E. Benítez,282450.0,Training,DEF
260812,G. Gordillo,764250.0,Training,DEF
276819,T. Rubio,2710000.0,Training,DEF
273948,K. Oppong,271300.0,Training,DEF
248466,A. Llinás,4775000.0,Training,DEF
235658,V. Nelsson,12810000.0,Training,DEF
261248,M. Bolaños,301750.0,Training,DEF
230019,V. Nsimba,1608000.0,Training,DEF
274834,M. Rots,494250.0,Training,DEF
266789,Hwang Jae Won,2671000.0,Training,DEF
278006,D. Radu,425000.0,Training,DEF
263173,N. Ngcobo,719250.0,Training,DEF
266001,B. Attree,180800.0,Training,DEF
272825,Geovane Jesus,700000.0,Training,DEF
227600,J. Andersson,1504000.0,Training,DEF
275457,B. Aspin,738600.0,Training,DEF
267847,K. Thompson,700000.0,Training,DEF
237841,A. Murillo,3742300.0,Training,DEF
270136,B. Böckle,1098000.0,Training,DEF
229649,G. Suazo,3307000.0,Training,DEF
267352,S. Flores,1624200.0,Training,DEF
261398,N. Iribarren,289450.0,Training,DEF
269233,T. Fredricson,453500.0,Training,DEF
235173,I. Sangaré,11400000.0,Training,DEF
272773,V. Rönnberg,464200.0,Training,DEF
242641,R. Aït-Nouri,25405700.0,Training,DEF
261853,Diana Gomes,525100.0,Training,DEF
261162,D. Mawutor,564750.0,Training,DEF
271128,M. Ros,623000.0,Training,DEF
270835,N. Wiesinger,370600.0,Training,DEF
261475,J. Micolta,730000.0,Training,DEF
278014,A. Riccio,473000.0,Training,DEF
204554,R. Bennett,196050.0,Training,DEF
261711,Zou Peizhi,90300.0,Training,DEF
265708,G. Colmenárez,581250.0,Training,DEF
268930,He Yiran,179700.0,Training,DEF
259173,Víctor Chust,2728000.0,Training,DEF
225850,P. Kimpembe,20505000.0,Training,DEF
271060,J. Garay,108700.0,Training,DEF
238749,M. Nadé,2303000.0,Training,DEF
262977,L. Griebsch,454500.0,Training,DEF
269919,Sérgio ConceiçãoB,968000.0,Training,DEF
271126,J. Plant,522250.0,Training,DEF
256419,L. King,1746600.0,Training,DEF
275224,C. Kouadio,473500.0,Training,DEF
261921,Sun Qinhan,244000.0,Training,DEF
274519,A. Alimi-Adetoro,241400.0,Training,DEF
261548,A. Nawab,100400.0,Training,DEF
278869,Marcos Otero,828000.0,Training,DEF
268012,N. Jacobs,832350.0,Training,DEF
271518,Joseda Álvarez,1798000.0,Training,DEF
231749,Miguelón,1192750.0,Training,DEF
256008,Morato,10985000.0,Training,DEF
268079,K. Bauer,536750.0,Training,DEF
264823,A. Al Ayeri,1096250.0,Training,DEF
271444,Nuria Rábano,2255650.0,Training,DEF
267975,M. Méndez,196600.0,Training,DEF
261675,B. Traoré,2303000.0,Training,DEF
265458,B. Varghese,98500.0,Training,DEF
267594,D. Jurásek,4440500.0,Training,DEF
248695,W. Fofana,20110000.0,Training,DEF
244523,Javi Hernández,2771000.0,Training,DEF
265012,K. Holmgaard,1264700.0,Training,DEF
279732,P. Niang,300000.0,Training,DEF
227700,R. Gelmi,559250.0,Training,DEF
184087,T. Alderweireld,5383070.0,Training,DEF
267601,H. Røsten,550000.0,Training,DEF
269717,J. D'Angelo,371750.0,Training,DEF
201908,A. Wisdom,244400.0,Training,DEF
173432,H. Moreno,1535000.0,Training,DEF
199761,M. Kamiński,763000.0,Training,DEF
276705,E. Pieragnolo,835250.0,Training,DEF
264008,W. KechridaB,847250.0,Training,DEF
267995,J. Ragen,1457000.0,Training,DEF
240289,Calero,2919250.0,Training,DEF
263525,J. Turra,453250.0,Training,DEF
276032,M. Battistini,605500.0,Training,DEF
232223,K. Tsimikas,12515000.0,Training,DEF
252293,I. Jakobs,5796000.0,Training,DEF
72245,M. Pérez Vinlöf,1392150.0,Training,DEF
264825,I. Mohamed,1493750.0,Training,DEF
244603,B. Omeragić,10480000.0,Training,DEF
268697,H. El Kaouakibi,695250.0,Training,DEF
272808,F. Bohnert,768750.0,Training,DEF
275882,R. Gallo,477000.0,Training,DEF
270648,L. Larade,351000.0,Training,DEF
237003,S. Birindelli,4717700.0,Training,DEF
262040,C. PorterB,102300.0,Training,DEF
265391,S. WylinB,1066500.0,Training,DEF
271249,D. Moussadek,241350.0,Training,DEF
263290,M. Nenakhov,1081000.0,Training,DEF
274958,A. Mina,966000.0,Training,DEF
275242,J. Pochcioł,240300.0,Training,DEF
263959,A. Chyornyi,451250.0,Training,DEF
209334,S. Grether,519500.0,Training,DEF
275345,J. Silva,251000.0,Training,DEF
270944,B. Nelson,1300000.0,Training,DEF
241171,A. Obispo,3846000.0,Training,DEF
267800,J. Milne,473250.0,Training,DEF
264550,D. Durán,470250.0,Training,DEF
49511,F. Kippe,18600.0,Training,DEF
269082,K. Al Hashmi,1224000.0,Training,DEF
265772,Ibra Camará,571750.0,Training,DEF
216281,M. Sušić,650400.0,Training,DEF
262504,J. Blasco,1736000.0,Training,DEF
232938,T. Tomiyasu,16915450.0,Training,DEF
19874,D. Whitehead,161700.0,Training,DEF
269543,Zhang Chao'ao,90900.0,Training,DEF
279365,D. Rocheredo,1264750.0,Training,DEF
229558,D. Upamecano,43545000.0,Training,DEF
266304,G. Cittadini,1699000.0,Training,DEF
261194,L. Forsberg,275750.0,Training,DEF
276964,J. Robatsch,725500.0,Training,DEF
274229,W. Flint,203300.0,Training,DEF
53302,D. De Rossi,7562500.0,Training,DEF
74746,Andrés Cuenca,953500.0,Training,DEF
70766,Y. Zague,1356600.0,Training,DEF
277591,F. Lissah,350000.0,Training,DEF
242306,G. Soto,845500.0,Training,DEF
272471,M. Tarek,220000.0,Training,DEF
242386,C. Klarer,3391400.0,Training,DEF
247360,L. Stergiou,3912000.0,Training,DEF
264886,G. Viggósdóttir,11812200.0,Training,DEF
277288,R. Deas,975500.0,Training,DEF
277359,B. Chhetri,99550.0,Training,DEF
273707,L. Hernández,1382000.0,Training,DEF
274101,J. Janitzek,501650.0,Training,DEF
269476,Hu Hetao,180400.0,Training,DEF
276419,D. Iurasciuc,268250.0,Training,DEF
267964,A. Tamang,192350.0,Training,DEF
279852,Kim Dae Hyeon,100100.0,Training,DEF
276881,I. Kośmicki,297900.0,Training,DEF
276385,D. Skura,300000.0,Training,DEF
234941,C. Pring,2244000.0,Training,DEF
262268,Guilherme Soares,609250.0,Training,DEF
263220,N. Al Areefi,191900.0,Training,DEF
242954,N. Kirwan,164500.0,Training,DEF
261220,I. Mesina,491750.0,Training,DEF
223139,A. Zedadka,2684000.0,Training,DEF
263201,J. Moore,179900.0,Training,DEF
274119,A. Riquelme,661500.0,Training,DEF
262423,Aitor Córdoba,2143400.0,Training,DEF
271396,L. Lalchungnunga,155600.0,Training,DEF
183829,M. Youssouf,272700.0,Training,DEF
264174,Juanlu Sánchez,4917000.0,Training,DEF
268422,J. Bångsbo,1500000.0,Training,DEF
240900,Unai Núñez,12025000.0,Training,DEF
268410,C. Sichenje,600000.0,Training,DEF
272355,D. Herrington,301250.0,Training,DEF
271036,Antonio Leal,1201000.0,Training,DEF
267717,Manu Lama,678750.0,Training,DEF
274340,C. Moreno,362750.0,Training,DEF
279282,B. Gamonales,835500.0,Training,DEF
72250,A. Koné,1100000.0,Training,DEF
266484,Lee Ji Woo,101100.0,Training,DEF
267844,Kim Ji Soo,882750.0,Training,DEF
275262,J. Sticker,492000.0,Training,DEF
267697,Choi In Gyu,98550.0,Training,DEF
273906,Renato Veiga,6395600.0,Training,DEF
